"数据年月","商品编码","商品名称","贸易伙伴编码","贸易伙伴名称","贸易方式编码","贸易方式名称","注册地编码","注册地名称","第一数量","第一计量单位","第二数量","第二计量单位","人民币",
"202501","85177950","光通信设备的激光收发模块","305","法国","10","一般贸易","33","浙江省","5","千克","0","?","43,432",
"202501","85177950","光通信设备的激光收发模块","305","法国","10","一般贸易","35","福建省","32","千克","0","?","41,882",
"202501","85177950","光通信设备的激光收发模块","305","法国","10","一般贸易","42","湖北省","10","千克","0","?","122,882",
"202501","85177950","光通信设备的激光收发模块","305","法国","10","一般贸易","44","广东省","240","千克","0","?","1,310,198",
"202501","85177950","光通信设备的激光收发模块","305","法国","10","一般贸易","51","四川省","1176","千克","0","?","3,467,270",
"202501","85177950","光通信设备的激光收发模块","305","法国","15","进料加工贸易","32","江苏省","12","千克","0","?","1,666,819",
"202501","85177950","光通信设备的激光收发模块","305","法国","15","进料加工贸易","51","四川省","17","千克","0","?","42,514",
"202501","85177950","光通信设备的激光收发模块","305","法国","33","保税监管场所进出境货物","35","福建省","0","千克","0","?","1,357",
"202501","85177950","光通信设备的激光收发模块","305","法国","33","保税监管场所进出境货物","44","广东省","11","千克","0","?","10,344",
"202501","85177950","光通信设备的激光收发模块","306","爱尔兰","10","一般贸易","21","辽宁省","2","千克","0","?","88,313",
"202501","85177950","光通信设备的激光收发模块","306","爱尔兰","10","一般贸易","32","江苏省","156","千克","0","?","1,795,562",
"202501","85177950","光通信设备的激光收发模块","306","爱尔兰","10","一般贸易","33","浙江省","23","千克","0","?","140,822",
"202501","85177950","光通信设备的激光收发模块","306","爱尔兰","10","一般贸易","44","广东省","77","千克","0","?","468,869",
"202501","85177950","光通信设备的激光收发模块","306","爱尔兰","10","一般贸易","51","四川省","1335","千克","0","?","23,765,229",
"202501","85177950","光通信设备的激光收发模块","306","爱尔兰","10","一般贸易","52","贵州省","24","千克","0","?","37,196",
"202501","85177950","光通信设备的激光收发模块","306","爱尔兰","15","进料加工贸易","32","江苏省","2653","千克","0","?","5,572,039",
"202501","85177950","光通信设备的激光收发模块","306","爱尔兰","15","进料加工贸易","33","浙江省","1732","千克","0","?","10,471,202",
"202501","85177950","光通信设备的激光收发模块","307","意大利","10","一般贸易","31","上海市","2","千克","0","?","23,563",
"202501","85177950","光通信设备的激光收发模块","307","意大利","10","一般贸易","32","江苏省","10","千克","0","?","203,179",
"202501","85177950","光通信设备的激光收发模块","307","意大利","10","一般贸易","33","浙江省","27","千克","0","?","72,131",
"202501","85177950","光通信设备的激光收发模块","307","意大利","10","一般贸易","35","福建省","56","千克","0","?","69,151",
"202501","85177950","光通信设备的激光收发模块","307","意大利","10","一般贸易","42","湖北省","0","千克","0","?","2,783",
"202501","85177950","光通信设备的激光收发模块","307","意大利","10","一般贸易","44","广东省","133","千克","0","?","870,377",
"202501","85177950","光通信设备的激光收发模块","307","意大利","10","一般贸易","51","四川省","1","千克","0","?","7,648",
"202501","85177950","光通信设备的激光收发模块","307","意大利","10","一般贸易","61","陕西省","0","千克","0","?","496",
"202501","85177950","光通信设备的激光收发模块","307","意大利","15","进料加工贸易","32","江苏省","3","千克","0","?","144,662",
"202501","85177950","光通信设备的激光收发模块","307","意大利","15","进料加工贸易","51","四川省","0","千克","0","?","7,006",
"202501","85177950","光通信设备的激光收发模块","309","荷兰","10","一般贸易","12","天津市","6","千克","0","?","7,590",
"202501","85177950","光通信设备的激光收发模块","309","荷兰","10","一般贸易","31","上海市","556","千克","0","?","2,279,360",
"202501","85177950","光通信设备的激光收发模块","309","荷兰","10","一般贸易","32","江苏省","36","千克","0","?","790,595",
"202501","85177950","光通信设备的激光收发模块","309","荷兰","10","一般贸易","33","浙江省","136","千克","0","?","569,785",
"202501","85177950","光通信设备的激光收发模块","309","荷兰","10","一般贸易","42","湖北省","5305","千克","0","?","24,798,703",
"202501","85177950","光通信设备的激光收发模块","309","荷兰","10","一般贸易","44","广东省","5011","千克","0","?","17,349,699",
"202501","85177950","光通信设备的激光收发模块","309","荷兰","10","一般贸易","51","四川省","2572","千克","0","?","15,688,366",
"202501","85177950","光通信设备的激光收发模块","309","荷兰","15","进料加工贸易","32","江苏省","562","千克","0","?","5,658,293",
"202501","85177950","光通信设备的激光收发模块","309","荷兰","15","进料加工贸易","44","广东省","97","千克","0","?","78,317",
"202501","85177950","光通信设备的激光收发模块","309","荷兰","15","进料加工贸易","51","四川省","244","千克","0","?","2,629,871",
"202501","85177950","光通信设备的激光收发模块","309","荷兰","34","海关特殊监管区域物流货物","32","江苏省","75","千克","0","?","1,246,920",
"202501","85177950","光通信设备的激光收发模块","310","希腊","10","一般贸易","11","北京市","240","千克","0","?","6,930",
"202501","85177950","光通信设备的激光收发模块","310","希腊","10","一般贸易","32","江苏省","3","千克","0","?","6,829",
"202501","85177950","光通信设备的激光收发模块","310","希腊","10","一般贸易","44","广东省","35","千克","0","?","59,495",
"202501","85177950","光通信设备的激光收发模块","311","葡萄牙","10","一般贸易","11","北京市","1","千克","0","?","10,135",
"202501","85177950","光通信设备的激光收发模块","311","葡萄牙","10","一般贸易","33","浙江省","12","千克","0","?","46,722",
"202501","85177950","光通信设备的激光收发模块","311","葡萄牙","10","一般贸易","42","湖北省","0","千克","0","?","9,768",
"202501","85177950","光通信设备的激光收发模块","311","葡萄牙","10","一般贸易","44","广东省","45","千克","0","?","58,524",
"202501","85177950","光通信设备的激光收发模块","311","葡萄牙","34","海关特殊监管区域物流货物","32","江苏省","0","千克","0","?","63,221",
"202501","85177950","光通信设备的激光收发模块","312","西班牙","10","一般贸易","31","上海市","1","千克","0","?","2,191",
"202501","85177950","光通信设备的激光收发模块","312","西班牙","10","一般贸易","33","浙江省","62","千克","0","?","593,560",
"202501","85177950","光通信设备的激光收发模块","312","西班牙","10","一般贸易","34","安徽省","2","千克","0","?","2,415",
"202501","85177950","光通信设备的激光收发模块","312","西班牙","10","一般贸易","35","福建省","1","千克","0","?","5,855",
"202501","85177950","光通信设备的激光收发模块","312","西班牙","10","一般贸易","44","广东省","327","千克","0","?","1,844,044",
"202501","85177950","光通信设备的激光收发模块","312","西班牙","10","一般贸易","51","四川省","40","千克","0","?","1,348",
"202501","85177950","光通信设备的激光收发模块","312","西班牙","33","保税监管场所进出境货物","44","广东省","1","千克","0","?","950",
"202501","85177950","光通信设备的激光收发模块","312","西班牙","34","海关特殊监管区域物流货物","32","江苏省","6","千克","0","?","25,721",
"202501","85177950","光通信设备的激光收发模块","312","西班牙","34","海关特殊监管区域物流货物","44","广东省","8","千克","0","?","7,641",
"202501","85177950","光通信设备的激光收发模块","313","阿尔巴尼亚","10","一般贸易","44","广东省","21","千克","0","?","19,454",
"202501","85177950","光通信设备的激光收发模块","313","阿尔巴尼亚","10","一般贸易","51","四川省","5","千克","0","?","9,201",
"202501","85177950","光通信设备的激光收发模块","313","阿尔巴尼亚","34","海关特殊监管区域物流货物","35","福建省","0","千克","0","?","4,547",
"202501","85177950","光通信设备的激光收发模块","315","奥地利","10","一般贸易","31","上海市","8","千克","0","?","34,217",
"202501","85177950","光通信设备的激光收发模块","315","奥地利","10","一般贸易","33","浙江省","1","千克","0","?","7,039",
"202501","85177950","光通信设备的激光收发模块","315","奥地利","10","一般贸易","35","福建省","4","千克","0","?","18,689",
"202501","85177950","光通信设备的激光收发模块","315","奥地利","10","一般贸易","44","广东省","48","千克","0","?","378,089",
"202501","85177950","光通信设备的激光收发模块","316","保加利亚","10","一般贸易","33","浙江省","4","千克","0","?","46,824",
"202501","85177950","光通信设备的激光收发模块","316","保加利亚","10","一般贸易","35","福建省","0","千克","0","?","786",
"202501","85177950","光通信设备的激光收发模块","316","保加利亚","10","一般贸易","43","湖南省","6","千克","0","?","129,959",
"202501","85177950","光通信设备的激光收发模块","316","保加利亚","10","一般贸易","44","广东省","2","千克","0","?","30,277",
"202501","85177950","光通信设备的激光收发模块","316","保加利亚","10","一般贸易","51","四川省","29","千克","0","?","67,856",
"202501","85177950","光通信设备的激光收发模块","318","芬兰","10","一般贸易","33","浙江省","30","千克","0","?","184,372",
"202501","85177950","光通信设备的激光收发模块","318","芬兰","10","一般贸易","42","湖北省","79","千克","0","?","1,095,952",
"202501","85177950","光通信设备的激光收发模块","318","芬兰","10","一般贸易","44","广东省","280","千克","0","?","902,691",
"202501","85177950","光通信设备的激光收发模块","318","芬兰","10","一般贸易","51","四川省","8","千克","0","?","253,449",
"202501","85177950","光通信设备的激光收发模块","318","芬兰","15","进料加工贸易","51","四川省","0","千克","0","?","2,760",
"202501","85177950","光通信设备的激光收发模块","321","匈牙利","10","一般贸易","33","浙江省","3","千克","0","?","5,636",
"202501","85177950","光通信设备的激光收发模块","321","匈牙利","10","一般贸易","37","山东省","8","千克","0","?","2,670",
"202501","85177950","光通信设备的激光收发模块","321","匈牙利","10","一般贸易","44","广东省","4236","千克","0","?","29,782,838",
"202501","85177950","光通信设备的激光收发模块","321","匈牙利","10","一般贸易","50","重庆市","0","千克","0","?","21,542",
"202501","85177950","光通信设备的激光收发模块","321","匈牙利","10","一般贸易","61","陕西省","1","千克","0","?","1,984",
"202501","85177950","光通信设备的激光收发模块","321","匈牙利","15","进料加工贸易","44","广东省","1","千克","0","?","1,555",
"202501","85177950","光通信设备的激光收发模块","321","匈牙利","33","保税监管场所进出境货物","44","广东省","14","千克","0","?","424,287",
"202501","85177950","光通信设备的激光收发模块","322","冰岛","10","一般贸易","21","辽宁省","13","千克","0","?","36,573",
"202501","85177950","光通信设备的激光收发模块","322","冰岛","10","一般贸易","42","湖北省","184","千克","0","?","9,532,392",
"202501","85177950","光通信设备的激光收发模块","322","冰岛","10","一般贸易","44","广东省","14","千克","0","?","110,874",
"202501","85177950","光通信设备的激光收发模块","323","列支敦士登","10","一般贸易","44","广东省","3","千克","0","?","28,781",
"202501","85177950","光通信设备的激光收发模块","326","挪威","10","一般贸易","33","浙江省","94","千克","0","?","796,215",
"202501","85177950","光通信设备的激光收发模块","326","挪威","10","一般贸易","37","山东省","0","千克","0","?","70",
"202501","85177950","光通信设备的激光收发模块","326","挪威","10","一般贸易","42","湖北省","575","千克","0","?","9,552,610",
"202501","85177950","光通信设备的激光收发模块","326","挪威","10","一般贸易","44","广东省","414","千克","0","?","982,500",
"202501","85177950","光通信设备的激光收发模块","326","挪威","10","一般贸易","51","四川省","138","千克","0","?","1,530,644",
"202501","85177950","光通信设备的激光收发模块","326","挪威","10","一般贸易","52","贵州省","0","千克","0","?","68",
"202501","85177950","光通信设备的激光收发模块","326","挪威","15","进料加工贸易","32","江苏省","3","千克","0","?","208,992",
"202501","85177950","光通信设备的激光收发模块","327","波兰","10","一般贸易","31","上海市","0","千克","0","?","1,147",
"202501","85177950","光通信设备的激光收发模块","327","波兰","10","一般贸易","32","江苏省","1","千克","0","?","5,930",
"202501","85177950","光通信设备的激光收发模块","327","波兰","10","一般贸易","33","浙江省","121","千克","0","?","606,912",
"202501","85177950","光通信设备的激光收发模块","327","波兰","10","一般贸易","42","湖北省","245","千克","0","?","1,826,109",
"202501","85177950","光通信设备的激光收发模块","327","波兰","10","一般贸易","44","广东省","381","千克","0","?","1,072,684",
"202501","85177950","光通信设备的激光收发模块","327","波兰","10","一般贸易","51","四川省","96","千克","0","?","646,360",
"202501","85177950","光通信设备的激光收发模块","327","波兰","15","进料加工贸易","32","江苏省","0","千克","0","?","244,007",
"202501","85177950","光通信设备的激光收发模块","327","波兰","33","保税监管场所进出境货物","44","广东省","6","千克","0","?","4,637",
"202501","85177950","光通信设备的激光收发模块","327","波兰","34","海关特殊监管区域物流货物","32","江苏省","9","千克","0","?","56,196",
"202501","85177950","光通信设备的激光收发模块","328","罗马尼亚","10","一般贸易","31","上海市","1","千克","0","?","2,365",
"202501","85177950","光通信设备的激光收发模块","328","罗马尼亚","10","一般贸易","33","浙江省","89","千克","0","?","315,336",
"202501","85177950","光通信设备的激光收发模块","328","罗马尼亚","10","一般贸易","34","安徽省","190","千克","0","?","26,739",
"202501","85177950","光通信设备的激光收发模块","328","罗马尼亚","10","一般贸易","41","河南省","41","千克","0","?","405,403",
"202501","85177950","光通信设备的激光收发模块","328","罗马尼亚","10","一般贸易","43","湖南省","22","千克","0","?","25,876",
"202501","85177950","光通信设备的激光收发模块","328","罗马尼亚","10","一般贸易","44","广东省","60","千克","0","?","174,270",
"202501","85177950","光通信设备的激光收发模块","328","罗马尼亚","10","一般贸易","51","四川省","0","千克","0","?","14,161",
"202501","85177950","光通信设备的激光收发模块","328","罗马尼亚","15","进料加工贸易","32","江苏省","0","千克","0","?","9,968",
"202501","85177950","光通信设备的激光收发模块","328","罗马尼亚","15","进料加工贸易","44","广东省","0","千克","0","?","522,927",
"202501","85177950","光通信设备的激光收发模块","330","瑞典","10","一般贸易","31","上海市","0","千克","0","?","17,294",
"202501","85177950","光通信设备的激光收发模块","330","瑞典","10","一般贸易","32","江苏省","2","千克","0","?","12,650",
"202501","85177950","光通信设备的激光收发模块","330","瑞典","10","一般贸易","33","浙江省","0","千克","0","?","1,048",
"202501","85177950","光通信设备的激光收发模块","330","瑞典","10","一般贸易","42","湖北省","968","千克","0","?","3,382,650",
"202501","85177950","光通信设备的激光收发模块","330","瑞典","10","一般贸易","44","广东省","646","千克","0","?","1,337,284",
"202501","85177950","光通信设备的激光收发模块","330","瑞典","10","一般贸易","51","四川省","861","千克","0","?","2,918,798",
"202501","85177950","光通信设备的激光收发模块","330","瑞典","10","一般贸易","61","陕西省","1","千克","0","?","7,462",
"202501","85177950","光通信设备的激光收发模块","330","瑞典","15","进料加工贸易","32","江苏省","33","千克","0","?","1,609,026",
"202501","85177950","光通信设备的激光收发模块","330","瑞典","15","进料加工贸易","51","四川省","886","千克","0","?","1,960,707",
"202501","85177950","光通信设备的激光收发模块","330","瑞典","33","保税监管场所进出境货物","44","广东省","0","千克","0","?","321",
"202501","85177950","光通信设备的激光收发模块","330","瑞典","34","海关特殊监管区域物流货物","32","江苏省","11","千克","0","?","98,409",
"202501","85177950","光通信设备的激光收发模块","331","瑞士","10","一般贸易","21","辽宁省","28","千克","0","?","374,998",
"202501","85177950","光通信设备的激光收发模块","331","瑞士","10","一般贸易","31","上海市","0","千克","0","?","117",
"202501","85177950","光通信设备的激光收发模块","331","瑞士","10","一般贸易","32","江苏省","7","千克","0","?","72,973",
"202501","85177950","光通信设备的激光收发模块","331","瑞士","10","一般贸易","42","湖北省","288","千克","0","?","1,539,143",
"202501","85177950","光通信设备的激光收发模块","331","瑞士","10","一般贸易","44","广东省","82","千克","0","?","583,708",
"202501","85177950","光通信设备的激光收发模块","331","瑞士","33","保税监管场所进出境货物","44","广东省","5","千克","0","?","37,917",
"202501","85177950","光通信设备的激光收发模块","331","瑞士","34","海关特殊监管区域物流货物","32","江苏省","0","千克","0","?","1,323",
"202501","85177950","光通信设备的激光收发模块","334","爱沙尼亚","15","进料加工贸易","51","四川省","1","千克","0","?","39,534",
"202501","85177950","光通信设备的激光收发模块","335","拉脱维亚","10","一般贸易","11","北京市","2","千克","0","?","12,507",
"202501","85177950","光通信设备的激光收发模块","335","拉脱维亚","10","一般贸易","42","湖北省","6","千克","0","?","7,078",
"202501","85177950","光通信设备的激光收发模块","335","拉脱维亚","10","一般贸易","43","湖南省","10","千克","0","?","11,599",
"202501","85177950","光通信设备的激光收发模块","335","拉脱维亚","10","一般贸易","44","广东省","609","千克","0","?","1,757,603",
"202501","85177950","光通信设备的激光收发模块","335","拉脱维亚","10","一般贸易","51","四川省","50","千克","0","?","107,820",
"202501","85177950","光通信设备的激光收发模块","336","立陶宛","10","一般贸易","33","浙江省","0","千克","0","?","4,089",
"202501","85177950","光通信设备的激光收发模块","336","立陶宛","10","一般贸易","35","福建省","2","千克","0","?","14,276",
"202501","85177950","光通信设备的激光收发模块","336","立陶宛","10","一般贸易","44","广东省","76","千克","0","?","37,141",
"202501","85177950","光通信设备的激光收发模块","336","立陶宛","10","一般贸易","50","重庆市","3","千克","0","?","43,937",
"202501","85177950","光通信设备的激光收发模块","336","立陶宛","33","保税监管场所进出境货物","44","广东省","7","千克","0","?","1,093",
"202501","85177950","光通信设备的激光收发模块","340","白俄罗斯","10","一般贸易","33","浙江省","17","千克","0","?","17,050",
"202501","85177950","光通信设备的激光收发模块","340","白俄罗斯","10","一般贸易","44","广东省","25","千克","0","?","129,220",
"202501","85177950","光通信设备的激光收发模块","343","摩尔多瓦","10","一般贸易","44","广东省","21","千克","0","?","45,785",
"202501","85177950","光通信设备的激光收发模块","344","俄罗斯","10","一般贸易","11","北京市","7","千克","0","?","11,369",
"202501","85177950","光通信设备的激光收发模块","344","俄罗斯","10","一般贸易","12","天津市","1","千克","0","?","10,720",
"202501","85177950","光通信设备的激光收发模块","344","俄罗斯","10","一般贸易","23","黑龙江省","24","千克","0","?","56,240",
"202501","85177950","光通信设备的激光收发模块","344","俄罗斯","10","一般贸易","31","上海市","1100","千克","0","?","3,734,259",
"202501","85177950","光通信设备的激光收发模块","344","俄罗斯","10","一般贸易","32","江苏省","592","千克","0","?","4,790,739",
"202501","85177950","光通信设备的激光收发模块","344","俄罗斯","10","一般贸易","33","浙江省","33","千克","0","?","29,859",
"202501","85177950","光通信设备的激光收发模块","344","俄罗斯","10","一般贸易","34","安徽省","930","千克","0","?","1,148,622",
"202501","85177950","光通信设备的激光收发模块","344","俄罗斯","10","一般贸易","42","湖北省","987","千克","0","?","5,036,833",
"202501","85177950","光通信设备的激光收发模块","344","俄罗斯","10","一般贸易","43","湖南省","56","千克","0","?","560,664",
"202501","85177950","光通信设备的激光收发模块","344","俄罗斯","10","一般贸易","44","广东省","4417","千克","0","?","6,182,815",
"202501","85177950","光通信设备的激光收发模块","344","俄罗斯","33","保税监管场所进出境货物","44","广东省","89","千克","0","?","3,453",
"202501","85177950","光通信设备的激光收发模块","344","俄罗斯","33","保税监管场所进出境货物","50","重庆市","24","千克","0","?","57,751",
"202501","85177950","光通信设备的激光收发模块","344","俄罗斯","34","海关特殊监管区域物流货物","43","湖南省","154","千克","0","?","110,450",
"202501","85177950","光通信设备的激光收发模块","344","俄罗斯","34","海关特殊监管区域物流货物","44","广东省","63","千克","0","?","120,781",
"202501","85177950","光通信设备的激光收发模块","344","俄罗斯","34","海关特殊监管区域物流货物","61","陕西省","150","千克","0","?","117,140",
"202501","85177950","光通信设备的激光收发模块","347","乌克兰","10","一般贸易","31","上海市","70","千克","0","?","148,131",
"202501","85177950","光通信设备的激光收发模块","347","乌克兰","10","一般贸易","44","广东省","374","千克","0","?","1,792,186",
"202501","85177950","光通信设备的激光收发模块","350","斯洛文尼亚","10","一般贸易","44","广东省","44","千克","0","?","114,871",
"202501","85177950","光通信设备的激光收发模块","351","克罗地亚","10","一般贸易","33","浙江省","0","千克","0","?","905",
"202501","85177950","光通信设备的激光收发模块","351","克罗地亚","10","一般贸易","44","广东省","6","千克","0","?","12,377",
"202501","85177950","光通信设备的激光收发模块","351","克罗地亚","33","保税监管场所进出境货物","44","广东省","37","千克","0","?","665",
"202501","85177950","光通信设备的激光收发模块","352","捷克","10","一般贸易","31","上海市","2","千克","0","?","24,295",
"202501","85177950","光通信设备的激光收发模块","352","捷克","10","一般贸易","42","湖北省","160","千克","0","?","929,191",
"202501","85177950","光通信设备的激光收发模块","352","捷克","10","一般贸易","44","广东省","4348","千克","0","?","20,292,731",
"202501","85177950","光通信设备的激光收发模块","352","捷克","10","一般贸易","51","四川省","1","千克","0","?","22,084",
"202501","85177950","光通信设备的激光收发模块","352","捷克","15","进料加工贸易","32","江苏省","28","千克","0","?","81,169",
"202501","85177950","光通信设备的激光收发模块","353","斯洛伐克","10","一般贸易","44","广东省","1","千克","0","?","7,436",
"202501","85177950","光通信设备的激光收发模块","353","斯洛伐克","10","一般贸易","51","四川省","88","千克","0","?","2,089,141",
"202501","85177950","光通信设备的激光收发模块","354","北马其顿","10","一般贸易","44","广东省","1","千克","0","?","1,990",
"202501","85177950","光通信设备的激光收发模块","355","波斯尼亚和黑塞哥维那","10","一般贸易","33","浙江省","4","千克","0","?","12,677",
"202501","85177950","光通信设备的激光收发模块","355","波斯尼亚和黑塞哥维那","10","一般贸易","44","广东省","0","千克","0","?","973",
"202501","85177950","光通信设备的激光收发模块","357","法罗群岛","34","海关特殊监管区域物流货物","32","江苏省","0","千克","0","?","2,375",
"202501","85177950","光通信设备的激光收发模块","358","塞尔维亚","10","一般贸易","31","上海市","27","千克","0","?","46,242",
"202501","85177950","光通信设备的激光收发模块","358","塞尔维亚","10","一般贸易","33","浙江省","1","千克","0","?","5,621",
"202501","85177950","光通信设备的激光收发模块","358","塞尔维亚","10","一般贸易","44","广东省","0","千克","0","?","25,520",
"202501","85177950","光通信设备的激光收发模块","402","阿根廷","10","一般贸易","37","山东省","316","千克","0","?","17,769",
"202501","85177950","光通信设备的激光收发模块","402","阿根廷","10","一般贸易","44","广东省","205","千克","0","?","3,572,140",
"202501","85177950","光通信设备的激光收发模块","402","阿根廷","33","保税监管场所进出境货物","44","广东省","141","千克","0","?","366,264",
"202501","85177950","光通信设备的激光收发模块","402","阿根廷","34","海关特殊监管区域物流货物","32","江苏省","1","千克","0","?","8,475",
"202501","85177950","光通信设备的激光收发模块","403","阿鲁巴","34","海关特殊监管区域物流货物","32","江苏省","13","千克","0","?","532,050",
"202501","85177950","光通信设备的激光收发模块","408","玻利维亚
","10","一般贸易","44","广东省","5","千克","0","?","86,476",
"202501","85177950","光通信设备的激光收发模块","410","巴西","10","一般贸易","11","北京市","1","千克","0","?","4,240",
"202501","85177950","光通信设备的激光收发模块","410","巴西","10","一般贸易","31","上海市","0","千克","0","?","285",
"202501","85177950","光通信设备的激光收发模块","410","巴西","10","一般贸易","32","江苏省","131","千克","0","?","1,674,731",
"202501","85177950","光通信设备的激光收发模块","410","巴西","10","一般贸易","33","浙江省","28","千克","0","?","201,446",
"202501","85177950","光通信设备的激光收发模块","410","巴西","10","一般贸易","41","河南省","2","千克","0","?","13,955",
"202501","85177950","光通信设备的激光收发模块","410","巴西","10","一般贸易","42","湖北省","63","千克","0","?","964,613",
"202501","85177950","光通信设备的激光收发模块","410","巴西","10","一般贸易","44","广东省","2888","千克","0","?","10,273,314",
"202501","85177950","光通信设备的激光收发模块","410","巴西","10","一般贸易","51","四川省","270","千克","0","?","647,324",
"202501","85177950","光通信设备的激光收发模块","410","巴西","10","一般贸易","52","贵州省","71","千克","0","?","146,255",
"202501","85177950","光通信设备的激光收发模块","410","巴西","15","进料加工贸易","32","江苏省","2","千克","0","?","38,375",
"202501","85177950","光通信设备的激光收发模块","410","巴西","15","进料加工贸易","51","四川省","90","千克","0","?","1,993,925",
"202501","85177950","光通信设备的激光收发模块","410","巴西","33","保税监管场所进出境货物","44","广东省","12","千克","0","?","44,204",
"202501","85177950","光通信设备的激光收发模块","410","巴西","34","海关特殊监管区域物流货物","32","江苏省","1223","千克","0","?","1,363,355",
"202501","85177950","光通信设备的激光收发模块","412","智利","10","一般贸易","31","上海市","0","千克","0","?","1,650",
"202501","85177950","光通信设备的激光收发模块","412","智利","10","一般贸易","33","浙江省","1","千克","0","?","9,763",
"202501","85177950","光通信设备的激光收发模块","412","智利","10","一般贸易","42","湖北省","1","千克","0","?","12,536",
"202501","85177950","光通信设备的激光收发模块","412","智利","10","一般贸易","44","广东省","135","千克","0","?","349,957",
"202501","85177950","光通信设备的激光收发模块","412","智利","10","一般贸易","52","贵州省","32","千克","0","?","37,380",
"202501","85177950","光通信设备的激光收发模块","412","智利","33","保税监管场所进出境货物","44","广东省","5","千克","0","?","18,881",
"202501","85177950","光通信设备的激光收发模块","412","智利","39","其他","42","湖北省","0","千克","0","?","274,016",
"202501","85177950","光通信设备的激光收发模块","413","哥伦比亚","10","一般贸易","33","浙江省","24","千克","0","?","197,451",
"202501","85177950","光通信设备的激光收发模块","413","哥伦比亚","10","一般贸易","42","湖北省","0","千克","0","?","5,470",
"202501","85177950","光通信设备的激光收发模块","413","哥伦比亚","10","一般贸易","44","广东省","189","千克","0","?","1,240,033",
"202501","85177950","光通信设备的激光收发模块","413","哥伦比亚","10","一般贸易","46","海南省","20","千克","0","?","3,424",
"202501","85177950","光通信设备的激光收发模块","413","哥伦比亚","10","一般贸易","52","贵州省","9","千克","0","?","21,634",
"202501","85177950","光通信设备的激光收发模块","413","哥伦比亚","33","保税监管场所进出境货物","44","广东省","15","千克","0","?","38,171",
"202501","85177950","光通信设备的激光收发模块","413","哥伦比亚","34","海关特殊监管区域物流货物","32","江苏省","105","千克","0","?","253,619",
"202501","85177950","光通信设备的激光收发模块","415","哥斯达黎加","10","一般贸易","34","安徽省","3","千克","0","?","5,902",
"202501","85177950","光通信设备的激光收发模块","415","哥斯达黎加","10","一般贸易","44","广东省","4","千克","0","?","129,294",
"202501","85177950","光通信设备的激光收发模块","415","哥斯达黎加","34","海关特殊监管区域物流货物","32","江苏省","2","千克","0","?","3,211",
"202501","85177950","光通信设备的激光收发模块","418","多米尼加
","10","一般贸易","33","浙江省","1","千克","0","?","3,813",
"202501","85177950","光通信设备的激光收发模块","418","多米尼加
","10","一般贸易","42","湖北省","8","千克","0","?","15,455",
"202501","85177950","光通信设备的激光收发模块","418","多米尼加
","10","一般贸易","44","广东省","10","千克","0","?","503",
"202501","85177950","光通信设备的激光收发模块","419","厄瓜多尔","10","一般贸易","33","浙江省","20","千克","0","?","10,063",
"202501","85177950","光通信设备的激光收发模块","419","厄瓜多尔","10","一般贸易","35","福建省","0","千克","0","?","1,061",
"202501","85177950","光通信设备的激光收发模块","419","厄瓜多尔","10","一般贸易","42","湖北省","22","千克","0","?","271,378",
"202501","85177950","光通信设备的激光收发模块","419","厄瓜多尔","10","一般贸易","44","广东省","48","千克","0","?","159,816",
"202501","85177950","光通信设备的激光收发模块","419","厄瓜多尔","33","保税监管场所进出境货物","44","广东省","0","千克","0","?","1,410",
"202501","85177950","光通信设备的激光收发模块","420","法属圭亚那","10","一般贸易","31","上海市","0","千克","0","?","216",
"202501","85177950","光通信设备的激光收发模块","423","危地马拉","10","一般贸易","44","广东省","2","千克","0","?","1,687",
"202501","85177950","光通信设备的激光收发模块","426","洪都拉斯","10","一般贸易","44","广东省","13","千克","0","?","30,055",
"202501","85177950","光通信设备的激光收发模块","429","墨西哥","10","一般贸易","31","上海市","88","千克","0","?","911,424",
"202501","85177950","光通信设备的激光收发模块","429","墨西哥","10","一般贸易","32","江苏省","2727","千克","0","?","69,139,020",
"202501","85177950","光通信设备的激光收发模块","429","墨西哥","10","一般贸易","33","浙江省","50","千克","0","?","234,696",
"202501","85177950","光通信设备的激光收发模块","429","墨西哥","10","一般贸易","35","福建省","3","千克","0","?","30,045",
"202501","85177950","光通信设备的激光收发模块","429","墨西哥","10","一般贸易","37","山东省","13","千克","0","?","6,383",
"202501","85177950","光通信设备的激光收发模块","429","墨西哥","10","一般贸易","41","河南省","0","千克","0","?","49",
"202501","85177950","光通信设备的激光收发模块","429","墨西哥","10","一般贸易","42","湖北省","5083","千克","0","?","28,364,095",
"202501","85177950","光通信设备的激光收发模块","429","墨西哥","10","一般贸易","44","广东省","701","千克","0","?","3,632,173",
"202501","85177950","光通信设备的激光收发模块","429","墨西哥","10","一般贸易","45","广西壮族自治区","0","千克","0","?","769",
"202501","85177950","光通信设备的激光收发模块","429","墨西哥","10","一般贸易","51","四川省","478","千克","0","?","6,617,019",
"202501","85177950","光通信设备的激光收发模块","429","墨西哥","10","一般贸易","52","贵州省","1","千克","0","?","179",
"202501","85177950","光通信设备的激光收发模块","429","墨西哥","10","一般贸易","61","陕西省","3","千克","0","?","2,978",
"202501","85177950","光通信设备的激光收发模块","429","墨西哥","15","进料加工贸易","32","江苏省","520","千克","0","?","4,919,477",
"202501","85177950","光通信设备的激光收发模块","429","墨西哥","15","进料加工贸易","51","四川省","709","千克","0","?","11,261,857",
