"数据年月","商品编码","商品名称","贸易伙伴编码","贸易伙伴名称","贸易方式编码","贸易方式名称","第一数量","第一计量单位","第二数量","第二计量单位","美元",
"202406","85414900","其他光敏半导体器件","116","日本","10","一般贸易","21003844","个","11263","千克","13,316,503",
"202406","85414900","其他光敏半导体器件","116","日本","14","来料加工贸易","330651","个","78","千克","86,217",
"202406","85414900","其他光敏半导体器件","116","日本","15","进料加工贸易","10819190","个","1367","千克","3,011,565",
"202406","85414900","其他光敏半导体器件","116","日本","33","保税监管场所进出境货物","866265","个","370","千克","1,718,157",
"202406","85414900","其他光敏半导体器件","116","日本","34","海关特殊监管区域物流货物","8608882","个","3275","千克","4,875,135",
"202406","85414900","其他光敏半导体器件","116","日本","35","海关特殊监管区域进口设备","3","个","0","千克","2,157",
"202406","85414900","其他光敏半导体器件","116","日本","39","其他","4224","个","0","千克","6,818",
"202406","85414900","其他光敏半导体器件","122","马来西亚","10","一般贸易","11214381","个","3882","千克","1,900,065",
"202406","85414900","其他光敏半导体器件","122","马来西亚","14","来料加工贸易","33000","个","2","千克","5,538",
"202406","85414900","其他光敏半导体器件","122","马来西亚","15","进料加工贸易","2698775","个","618","千克","3,833,904",
"202406","85414900","其他光敏半导体器件","122","马来西亚","33","保税监管场所进出境货物","17100","个","1","千克","11,437",
"202406","85414900","其他光敏半导体器件","122","马来西亚","34","海关特殊监管区域物流货物","9657545","个","90891","千克","7,030,432",
"202406","85414900","其他光敏半导体器件","122","马来西亚","39","其他","540","个","1","千克","956",
"202406","85414900","其他光敏半导体器件","129","菲律宾","10","一般贸易","6720354","个","3456","千克","2,956,393",
"202406","85414900","其他光敏半导体器件","129","菲律宾","14","来料加工贸易","41147","个","9","千克","7,455",
"202406","85414900","其他光敏半导体器件","129","菲律宾","15","进料加工贸易","1554304","个","676","千克","920,721",
"202406","85414900","其他光敏半导体器件","129","菲律宾","33","保税监管场所进出境货物","111717","个","39","千克","58,949",
"202406","85414900","其他光敏半导体器件","129","菲律宾","34","海关特殊监管区域物流货物","1965982","个","377","千克","1,033,282",
"202406","85414900","其他光敏半导体器件","132","新加坡","10","一般贸易","10662","个","12","千克","123,395",
"202406","85414900","其他光敏半导体器件","132","新加坡","15","进料加工贸易","918313","个","4","千克","904,538",
"202406","85414900","其他光敏半导体器件","132","新加坡","34","海关特殊监管区域物流货物","6953","个","4","千克","36,617",
"202406","85414900","其他光敏半导体器件","132","新加坡","35","海关特殊监管区域进口设备","11","个","1","千克","938",
"202406","85414900","其他光敏半导体器件","133","韩国","10","一般贸易","19797009","个","411","千克","446,300",
"202406","85414900","其他光敏半导体器件","133","韩国","14","来料加工贸易","305150","个","14","千克","53,504",
"202406","85414900","其他光敏半导体器件","133","韩国","15","进料加工贸易","68698988","个","1367","千克","1,162,554",
"202406","85414900","其他光敏半导体器件","133","韩国","33","保税监管场所进出境货物","372000","个","21","千克","45,298",
"202406","85414900","其他光敏半导体器件","133","韩国","34","海关特殊监管区域物流货物","798600","个","589","千克","144,896",
"202406","85414900","其他光敏半导体器件","133","韩国","35","海关特殊监管区域进口设备","1","个","0","千克","16",
"202406","85414900","其他光敏半导体器件","133","韩国","39","其他","4330","个","5","千克","136",
"202406","85414900","其他光敏半导体器件","136","泰国","10","一般贸易","115812719","个","49378","千克","13,869,431",
"202406","85414900","其他光敏半导体器件","136","泰国","14","来料加工贸易","469566","个","72","千克","44,429",
"202406","85414900","其他光敏半导体器件","136","泰国","15","进料加工贸易","9952079","个","3117","千克","1,648,568",
"202406","85414900","其他光敏半导体器件","136","泰国","33","保税监管场所进出境货物","1326067","个","288","千克","141,205",
"202406","85414900","其他光敏半导体器件","136","泰国","34","海关特殊监管区域物流货物","36544043","个","7645","千克","7,122,417",
"202406","85414900","其他光敏半导体器件","136","泰国","39","其他","7782","个","1","千克","1,575",
"202406","85414900","其他光敏半导体器件","141","越南","10","一般贸易","2171","个","7","千克","25,491",
"202406","85414900","其他光敏半导体器件","141","越南","33","保税监管场所进出境货物","3","个","0","千克","297",
"202406","85414900","其他光敏半导体器件","142","中国","10","一般贸易","572109899","个","216828","千克","19,096,668",
"202406","85414900","其他光敏半导体器件","142","中国","14","来料加工贸易","6269302","个","1532","千克","425,364",
"202406","85414900","其他光敏半导体器件","142","中国","15","进料加工贸易","64052809","个","15087","千克","2,997,205",
"202406","85414900","其他光敏半导体器件","142","中国","33","保税监管场所进出境货物","9520216","个","2678","千克","301,487",
"202406","85414900","其他光敏半导体器件","142","中国","34","海关特殊监管区域物流货物","71884069","个","24902","千克","3,471,042",
"202406","85414900","其他光敏半导体器件","142","中国","39","其他","187831","个","85","千克","2,329",
"202406","85414900","其他光敏半导体器件","143","中国台湾","10","一般贸易","91640181","个","13373","千克","14,378,619",
"202406","85414900","其他光敏半导体器件","143","中国台湾","14","来料加工贸易","145732","个","34","千克","80,946",
"202406","85414900","其他光敏半导体器件","143","中国台湾","15","进料加工贸易","14196741","个","3308","千克","2,169,940",
"202406","85414900","其他光敏半导体器件","143","中国台湾","33","保税监管场所进出境货物","289020","个","19","千克","33,715",
"202406","85414900","其他光敏半导体器件","143","中国台湾","34","海关特殊监管区域物流货物","1722228","个","364","千克","1,104,227",
"202406","85414900","其他光敏半导体器件","143","中国台湾","39","其他","850","个","1","千克","778",
"202406","85414900","其他光敏半导体器件","206","喀麦隆","34","海关特殊监管区域物流货物","1000","个","0","千克","111",
"202406","85414900","其他光敏半导体器件","232","摩洛哥","34","海关特殊监管区域物流货物","7","个","0","千克","106",
"202406","85414900","其他光敏半导体器件","301","比利时","10","一般贸易","1","个","20","千克","790",
"202406","85414900","其他光敏半导体器件","302","丹麦","10","一般贸易","143","个","2","千克","2,309",
"202406","85414900","其他光敏半导体器件","303","英国","10","一般贸易","4339788","个","137","千克","310,244",
"202406","85414900","其他光敏半导体器件","303","英国","15","进料加工贸易","4013","个","0","千克","2,027",
"202406","85414900","其他光敏半导体器件","303","英国","34","海关特殊监管区域物流货物","1346","个","12","千克","25,615",
"202406","85414900","其他光敏半导体器件","303","英国","39","其他","65","个","0","千克","246",
"202406","85414900","其他光敏半导体器件","304","德国","10","一般贸易","84119","个","49","千克","467,469",
"202406","85414900","其他光敏半导体器件","304","德国","15","进料加工贸易","125962","个","10","千克","67,933",
"202406","85414900","其他光敏半导体器件","304","德国","33","保税监管场所进出境货物","9","个","0","千克","948",
"202406","85414900","其他光敏半导体器件","304","德国","34","海关特殊监管区域物流货物","126575","个","15","千克","28,037",
"202406","85414900","其他光敏半导体器件","304","德国","35","海关特殊监管区域进口设备","1","个","0","千克","368",
"202406","85414900","其他光敏半导体器件","304","德国","39","其他","100","个","0","千克","1,211",
"202406","85414900","其他光敏半导体器件","305","法国","10","一般贸易","6","个","0","千克","836",
"202406","85414900","其他光敏半导体器件","306","爱尔兰","10","一般贸易","85","个","4","千克","27,365",
"202406","85414900","其他光敏半导体器件","306","爱尔兰","15","进料加工贸易","2000","个","0","千克","2,379",
"202406","85414900","其他光敏半导体器件","307","意大利","10","一般贸易","1083","个","82","千克","210,895",
"202406","85414900","其他光敏半导体器件","307","意大利","34","海关特殊监管区域物流货物","9","个","0","千克","547",
"202406","85414900","其他光敏半导体器件","307","意大利","39","其他","2","个","0","千克","29",
"202406","85414900","其他光敏半导体器件","309","荷兰","33","保税监管场所进出境货物","2","个","0","千克","7,695",
"202406","85414900","其他光敏半导体器件","315","奥地利","14","来料加工贸易","12000","个","0","千克","2,400",
"202406","85414900","其他光敏半导体器件","321","匈牙利","10","一般贸易","514","个","2","千克","224",
"202406","85414900","其他光敏半导体器件","321","匈牙利","15","进料加工贸易","1323","个","5","千克","6,218",
"202406","85414900","其他光敏半导体器件","321","匈牙利","34","海关特殊监管区域物流货物","106","个","0","千克","999",
"202406","85414900","其他光敏半导体器件","324","马耳他","10","一般贸易","62","个","0","千克","387",
"202406","85414900","其他光敏半导体器件","327","波兰","10","一般贸易","52","个","3","千克","85,667",
"202406","85414900","其他光敏半导体器件","330","瑞典","15","进料加工贸易","91","个","0","千克","12,069",
"202406","85414900","其他光敏半导体器件","331","瑞士","10","一般贸易","3154253","个","32","千克","2,683,571",
"202406","85414900","其他光敏半导体器件","331","瑞士","15","进料加工贸易","577075","个","7","千克","1,597,548",
"202406","85414900","其他光敏半导体器件","331","瑞士","39","其他","697","个","0","千克","2,170",
"202406","85414900","其他光敏半导体器件","352","捷克","10","一般贸易","346","个","14","千克","8,362",
"202406","85414900","其他光敏半导体器件","418","多米尼加
","34","海关特殊监管区域物流货物","271","个","65","千克","6,112",
"202406","85414900","其他光敏半导体器件","429","墨西哥","10","一般贸易","336151","个","554","千克","482,989",
"202406","85414900","其他光敏半导体器件","429","墨西哥","14","来料加工贸易","1000","个","0","千克","560",
"202406","85414900","其他光敏半导体器件","429","墨西哥","15","进料加工贸易","6654","个","0","千克","9,798",
"202406","85414900","其他光敏半导体器件","429","墨西哥","34","海关特殊监管区域物流货物","981","个","62","千克","12,456",
"202406","85414900","其他光敏半导体器件","501","加拿大","10","一般贸易","535","个","2","千克","19,681",
"202406","85414900","其他光敏半导体器件","501","加拿大","33","保税监管场所进出境货物","6","个","1","千克","2,524",
"202406","85414900","其他光敏半导体器件","501","加拿大","34","海关特殊监管区域物流货物","1","个","0","千克","716",
"202406","85414900","其他光敏半导体器件","502","美国","10","一般贸易","53521","个","63","千克","880,780",
"202406","85414900","其他光敏半导体器件","502","美国","14","来料加工贸易","1388389","个","7","千克","46,228",
"202406","85414900","其他光敏半导体器件","502","美国","15","进料加工贸易","766746","个","12","千克","977,769",
"202406","85414900","其他光敏半导体器件","502","美国","33","保税监管场所进出境货物","62","个","1","千克","5,106",
"202406","85414900","其他光敏半导体器件","502","美国","34","海关特殊监管区域物流货物","18024","个","7","千克","3,254",
"202406","85414900","其他光敏半导体器件","502","美国","35","海关特殊监管区域进口设备","9","个","2","千克","6,954",
"202406","85414900","其他光敏半导体器件","502","美国","39","其他","147","个","121","千克","4,934",
"202406","85414900","其他光敏半导体器件","601","澳大利亚","10","一般贸易","275","个","0","千克","12",
"202406","85414900","其他光敏半导体器件","701","国家（地区）不明
","10","一般贸易","3","个","0","千克","25",
"202407","85177950","光通信设备的激光收发模块","110","中国香港","10","一般贸易","0","千克","0","?","728",
"202407","85177950","光通信设备的激光收发模块","111","印度","10","一般贸易","2","千克","0","?","14,088",
"202407","85177950","光通信设备的激光收发模块","112","印度尼西亚","10","一般贸易","3","千克","0","?","2,902",
"202407","85177950","光通信设备的激光收发模块","112","印度尼西亚","15","进料加工贸易","2","千克","0","?","4,624",
"202407","85177950","光通信设备的激光收发模块","112","印度尼西亚","33","保税监管场所进出境货物","11","千克","0","?","20,700",
"202407","85177950","光通信设备的激光收发模块","115","以色列","10","一般贸易","6","千克","0","?","2,648",
"202407","85177950","光通信设备的激光收发模块","116","日本","10","一般贸易","341","千克","0","?","652,521",
"202407","85177950","光通信设备的激光收发模块","116","日本","15","进料加工贸易","0","千克","0","?","23",
"202407","85177950","光通信设备的激光收发模块","116","日本","34","海关特殊监管区域物流货物","2","千克","0","?","19,777",
"202407","85177950","光通信设备的激光收发模块","116","日本","39","其他","0","千克","0","?","4,800",
"202407","85177950","光通信设备的激光收发模块","120","黎巴嫩","10","一般贸易","114","千克","0","?","155,735",
"202407","85177950","光通信设备的激光收发模块","120","黎巴嫩","39","其他","0","千克","0","?","363",
"202407","85177950","光通信设备的激光收发模块","122","马来西亚","10","一般贸易","1976","千克","0","?","5,253,127",
"202407","85177950","光通信设备的激光收发模块","122","马来西亚","15","进料加工贸易","39","千克","0","?","47,051",
"202407","85177950","光通信设备的激光收发模块","122","马来西亚","33","保税监管场所进出境货物","275","千克","0","?","823,174",
"202407","85177950","光通信设备的激光收发模块","122","马来西亚","34","海关特殊监管区域物流货物","785","千克","0","?","2,361,162",
"202407","85177950","光通信设备的激光收发模块","122","马来西亚","39","其他","20","千克","0","?","37,216",
"202407","85177950","光通信设备的激光收发模块","129","菲律宾","10","一般贸易","982","千克","0","?","1,975,534",
"202407","85177950","光通信设备的激光收发模块","129","菲律宾","15","进料加工贸易","211","千克","0","?","247,714",
"202407","85177950","光通信设备的激光收发模块","129","菲律宾","33","保税监管场所进出境货物","0","千克","0","?","653",
"202407","85177950","光通信设备的激光收发模块","129","菲律宾","34","海关特殊监管区域物流货物","328","千克","0","?","743,849",
"202407","85177950","光通信设备的激光收发模块","132","新加坡","10","一般贸易","3","千克","0","?","7,333",
"202407","85177950","光通信设备的激光收发模块","132","新加坡","15","进料加工贸易","0","千克","0","?","1,942",
"202407","85177950","光通信设备的激光收发模块","132","新加坡","39","其他","1","千克","0","?","260",
"202407","85177950","光通信设备的激光收发模块","133","韩国","10","一般贸易","4","千克","0","?","125,698",
"202407","85177950","光通信设备的激光收发模块","133","韩国","34","海关特殊监管区域物流货物","94","千克","0","?","132,944",
"202407","85177950","光通信设备的激光收发模块","136","泰国","10","一般贸易","1007","千克","0","?","5,803,838",
"202407","85177950","光通信设备的激光收发模块","136","泰国","15","进料加工贸易","213","千克","0","?","284,142",
"202407","85177950","光通信设备的激光收发模块","136","泰国","33","保税监管场所进出境货物","1737","千克","0","?","10,834,509",
"202407","85177950","光通信设备的激光收发模块","136","泰国","34","海关特殊监管区域物流货物","205","千克","0","?","794,118",
"202407","85177950","光通信设备的激光收发模块","136","泰国","39","其他","8","千克","0","?","87,609",
"202407","85177950","光通信设备的激光收发模块","141","越南","10","一般贸易","3","千克","0","?","6,064",
"202407","85177950","光通信设备的激光收发模块","141","越南","14","来料加工贸易","9","千克","0","?","9,114",
"202407","85177950","光通信设备的激光收发模块","141","越南","15","进料加工贸易","0","千克","0","?","1,057",
"202407","85177950","光通信设备的激光收发模块","141","越南","34","海关特殊监管区域物流货物","4","千克","0","?","153",
"202407","85177950","光通信设备的激光收发模块","142","中国","10","一般贸易","4928","千克","0","?","18,935,909",
"202407","85177950","光通信设备的激光收发模块","142","中国","14","来料加工贸易","6","千克","0","?","15,948",
"202407","85177950","光通信设备的激光收发模块","142","中国","15","进料加工贸易","484","千克","0","?","547,710",
"202407","85177950","光通信设备的激光收发模块","142","中国","33","保税监管场所进出境货物","1070","千克","0","?","8,474,671",
"202407","85177950","光通信设备的激光收发模块","142","中国","34","海关特殊监管区域物流货物","370","千克","0","?","1,634,076",
"202407","85177950","光通信设备的激光收发模块","142","中国","35","海关特殊监管区域进口设备","3","千克","0","?","13,695",
"202407","85177950","光通信设备的激光收发模块","142","中国","39","其他","127","千克","0","?","93,416",
"202407","85177950","光通信设备的激光收发模块","143","中国台湾","10","一般贸易","754","千克","0","?","772,955",
"202407","85177950","光通信设备的激光收发模块","143","中国台湾","14","来料加工贸易","11","千克","0","?","5,330",
"202407","85177950","光通信设备的激光收发模块","143","中国台湾","15","进料加工贸易","372","千克","0","?","531,946",
"202407","85177950","光通信设备的激光收发模块","143","中国台湾","33","保税监管场所进出境货物","1","千克","0","?","277",
"202407","85177950","光通信设备的激光收发模块","143","中国台湾","34","海关特殊监管区域物流货物","221","千克","0","?","199,856",
"202407","85177950","光通信设备的激光收发模块","143","中国台湾","39","其他","28","千克","0","?","4,463",
"202407","85177950","光通信设备的激光收发模块","301","比利时","10","一般贸易","4","千克","0","?","6,632",
"202407","85177950","光通信设备的激光收发模块","302","丹麦","10","一般贸易","1","千克","0","?","1,075",
"202407","85177950","光通信设备的激光收发模块","303","英国","10","一般贸易","1","千克","0","?","4,785",
"202407","85177950","光通信设备的激光收发模块","304","德国","10","一般贸易","23","千克","0","?","68,714",
"202407","85177950","光通信设备的激光收发模块","304","德国","14","来料加工贸易","116","千克","0","?","62,175",
"202407","85177950","光通信设备的激光收发模块","304","德国","15","进料加工贸易","0","千克","0","?","941",
"202407","85177950","光通信设备的激光收发模块","304","德国","33","保税监管场所进出境货物","3","千克","0","?","9,182",
"202407","85177950","光通信设备的激光收发模块","305","法国","10","一般贸易","18","千克","0","?","533,650",
"202407","85177950","光通信设备的激光收发模块","307","意大利","10","一般贸易","2","千克","0","?","259",
"202407","85177950","光通信设备的激光收发模块","307","意大利","34","海关特殊监管区域物流货物","80","千克","0","?","45,475",
"202407","85177950","光通信设备的激光收发模块","309","荷兰","10","一般贸易","51","千克","0","?","23,934",
"202407","85177950","光通信设备的激光收发模块","309","荷兰","33","保税监管场所进出境货物","0","千克","0","?","806",
"202407","85177950","光通信设备的激光收发模块","309","荷兰","39","其他","0","千克","0","?","244",
"202407","85177950","光通信设备的激光收发模块","312","西班牙","10","一般贸易","20","千克","0","?","49,115",
"202407","85177950","光通信设备的激光收发模块","315","奥地利","10","一般贸易","1","千克","0","?","1,181",
"202407","85177950","光通信设备的激光收发模块","328","罗马尼亚","10","一般贸易","2","千克","0","?","5,324",
"202407","85177950","光通信设备的激光收发模块","330","瑞典","39","其他","5","千克","0","?","1,075",
"202407","85177950","光通信设备的激光收发模块","331","瑞士","39","其他","0","千克","0","?","1,000",
"202407","85177950","光通信设备的激光收发模块","415","哥斯达黎加","15","进料加工贸易","1","千克","0","?","36",
"202407","85177950","光通信设备的激光收发模块","429","墨西哥","10","一般贸易","62","千克","0","?","242,649",
"202407","85177950","光通信设备的激光收发模块","502","美国","10","一般贸易","68","千克","0","?","263,093",
"202407","85177950","光通信设备的激光收发模块","502","美国","14","来料加工贸易","0","千克","0","?","1,425",
"202407","85177950","光通信设备的激光收发模块","502","美国","15","进料加工贸易","6","千克","0","?","4,262",
"202407","85177950","光通信设备的激光收发模块","502","美国","34","海关特殊监管区域物流货物","4","千克","0","?","9,151",
"202407","85177950","光通信设备的激光收发模块","502","美国","39","其他","5","千克","0","?","24,723",
"202407","85177950","光通信设备的激光收发模块","601","澳大利亚","10","一般贸易","6","千克","0","?","30,194",
"202407","85177950","光通信设备的激光收发模块","601","澳大利亚","39","其他","1","千克","0","?","563",
"202407","85177990","品目85.17所列设备用其他零件","101","阿富汗","15","进料加工贸易","42","千克","0","?","54,304",
"202407","85177990","品目85.17所列设备用其他零件","106","缅甸","10","一般贸易","257","千克","0","?","22,884",
"202407","85177990","品目85.17所列设备用其他零件","107","柬埔寨","10","一般贸易","25","千克","0","?","56,458",
"202407","85177990","品目85.17所列设备用其他零件","107","柬埔寨","15","进料加工贸易","50","千克","0","?","461,175",
"202407","85177990","品目85.17所列设备用其他零件","108","塞浦路斯","33","保税监管场所进出境货物","98","千克","0","?","7,315",
"202407","85177990","品目85.17所列设备用其他零件","110","中国香港","10","一般贸易","23","千克","0","?","170,426",
"202407","85177990","品目85.17所列设备用其他零件","110","中国香港","33","保税监管场所进出境货物","76","千克","0","?","8,900",
"202407","85177990","品目85.17所列设备用其他零件","110","中国香港","34","海关特殊监管区域物流货物","63","千克","0","?","4,000",
"202407","85177990","品目85.17所列设备用其他零件","111","印度","10","一般贸易","2301","千克","0","?","294,775",
"202407","85177990","品目85.17所列设备用其他零件","111","印度","15","进料加工贸易","628","千克","0","?","141,495",
"202407","85177990","品目85.17所列设备用其他零件","111","印度","33","保税监管场所进出境货物","46","千克","0","?","490",
"202407","85177990","品目85.17所列设备用其他零件","111","印度","34","海关特殊监管区域物流货物","66373","千克","0","?","3,841,765",
"202407","85177990","品目85.17所列设备用其他零件","111","印度","39","其他","69","千克","0","?","18,426",
"202407","85177990","品目85.17所列设备用其他零件","112","印度尼西亚","10","一般贸易","624","千克","0","?","19,117",
"202407","85177990","品目85.17所列设备用其他零件","112","印度尼西亚","14","来料加工贸易","6","千克","0","?","8,707",
"202407","85177990","品目85.17所列设备用其他零件","112","印度尼西亚","15","进料加工贸易","45","千克","0","?","10,433",
"202407","85177990","品目85.17所列设备用其他零件","112","印度尼西亚","39","其他","1","千克","0","?","800",
"202407","85177990","品目85.17所列设备用其他零件","113","伊朗","10","一般贸易","20","千克","0","?","600",
"202407","85177990","品目85.17所列设备用其他零件","115","以色列","10","一般贸易","470","千克","0","?","1,382,956",
"202407","85177990","品目85.17所列设备用其他零件","115","以色列","15","进料加工贸易","0","千克","0","?","5,666",
"202407","85177990","品目85.17所列设备用其他零件","115","以色列","33","保税监管场所进出境货物","4","千克","0","?","2,588",
"202407","85177990","品目85.17所列设备用其他零件","115","以色列","34","海关特殊监管区域物流货物","2","千克","0","?","2,372",
"202407","85177990","品目85.17所列设备用其他零件","115","以色列","39","其他","41","千克","0","?","39,913",
"202407","85177990","品目85.17所列设备用其他零件","116","日本","10","一般贸易","5028","千克","0","?","7,538,409",
"202407","85177990","品目85.17所列设备用其他零件","116","日本","14","来料加工贸易","146","千克","0","?","39,840",
"202407","85177990","品目85.17所列设备用其他零件","116","日本","15","进料加工贸易","1190","千克","0","?","3,807,292",
"202407","85177990","品目85.17所列设备用其他零件","116","日本","33","保税监管场所进出境货物","1103","千克","0","?","537,031",
"202407","85177990","品目85.17所列设备用其他零件","116","日本","34","海关特殊监管区域物流货物","142","千克","0","?","1,406,995",
"202407","85177990","品目85.17所列设备用其他零件","116","日本","39","其他","55","千克","0","?","52,386",
"202407","85177990","品目85.17所列设备用其他零件","120","黎巴嫩","10","一般贸易","10","千克","0","?","34,207",
"202407","85177990","品目85.17所列设备用其他零件","122","马来西亚","10","一般贸易","5100","千克","0","?","10,051,423",
"202407","85177990","品目85.17所列设备用其他零件","122","马来西亚","14","来料加工贸易","2","千克","0","?","8,893",
"202407","85177990","品目85.17所列设备用其他零件","122","马来西亚","15","进料加工贸易","7152","千克","0","?","41,761,249",
"202407","85177990","品目85.17所列设备用其他零件","122","马来西亚","33","保税监管场所进出境货物","1150","千克","0","?","125,958",
"202407","85177990","品目85.17所列设备用其他零件","122","马来西亚","34","海关特殊监管区域物流货物","1254","千克","0","?","398,572",
"202407","85177990","品目85.17所列设备用其他零件","122","马来西亚","35","海关特殊监管区域进口设备","0","千克","0","?","2,994",
"202407","85177990","品目85.17所列设备用其他零件","122","马来西亚","39","其他","102","千克","0","?","67,881",
"202407","85177990","品目85.17所列设备用其他零件","129","菲律宾","10","一般贸易","1414","千克","0","?","2,032,278",
"202407","85177990","品目85.17所列设备用其他零件","129","菲律宾","15","进料加工贸易","450","千克","0","?","120,951",
"202407","85177990","品目85.17所列设备用其他零件","129","菲律宾","33","保税监管场所进出境货物","28","千克","0","?","14,777",
"202407","85177990","品目85.17所列设备用其他零件","129","菲律宾","34","海关特殊监管区域物流货物","194","千克","0","?","490,482",
"202407","85177990","品目85.17所列设备用其他零件","129","菲律宾","39","其他","0","千克","0","?","820",
"202407","85177990","品目85.17所列设备用其他零件","132","新加坡","10","一般贸易","2435","千克","0","?","3,747,760",
"202407","85177990","品目85.17所列设备用其他零件","132","新加坡","15","进料加工贸易","4018","千克","0","?","913,716",
"202407","85177990","品目85.17所列设备用其他零件","132","新加坡","33","保税监管场所进出境货物","3077","千克","0","?","401,205",
"202407","85177990","品目85.17所列设备用其他零件","132","新加坡","34","海关特殊监管区域物流货物","1540","千克","0","?","221,850",
"202407","85177990","品目85.17所列设备用其他零件","132","新加坡","39","其他","21","千克","0","?","1,714",
"202407","85177990","品目85.17所列设备用其他零件","133","韩国","10","一般贸易","5634","千克","0","?","1,475,459",
"202407","85177990","品目85.17所列设备用其他零件","133","韩国","14","来料加工贸易","456","千克","0","?","13,202",
"202407","85177990","品目85.17所列设备用其他零件","133","韩国","15","进料加工贸易","2746","千克","0","?","12,022,329",
"202407","85177990","品目85.17所列设备用其他零件","133","韩国","33","保税监管场所进出境货物","1055","千克","0","?","179,805",
"202407","85177990","品目85.17所列设备用其他零件","133","韩国","34","海关特殊监管区域物流货物","1410","千克","0","?","203,608",
"202407","85177990","品目85.17所列设备用其他零件","133","韩国","39","其他","401","千克","0","?","138,692",
"202407","85177990","品目85.17所列设备用其他零件","136","泰国","10","一般贸易","7525","千克","0","?","19,987,424",
"202407","85177990","品目85.17所列设备用其他零件","136","泰国","14","来料加工贸易","6","千克","0","?","18,845",
"202407","85177990","品目85.17所列设备用其他零件","136","泰国","15","进料加工贸易","1616","千克","0","?","3,457,823",
"202407","85177990","品目85.17所列设备用其他零件","136","泰国","33","保税监管场所进出境货物","62","千克","0","?","31,958",
"202407","85177990","品目85.17所列设备用其他零件","136","泰国","34","海关特殊监管区域物流货物","877","千克","0","?","1,271,772",
"202407","85177990","品目85.17所列设备用其他零件","136","泰国","39","其他","41","千克","0","?","93,727",
"202407","85177990","品目85.17所列设备用其他零件","137","土耳其","10","一般贸易","54","千克","0","?","9,356",
"202407","85177990","品目85.17所列设备用其他零件","137","土耳其","39","其他","13","千克","0","?","41",
"202407","85177990","品目85.17所列设备用其他零件","138","阿联酋","33","保税监管场所进出境货物","110","千克","0","?","12,545",
"202407","85177990","品目85.17所列设备用其他零件","141","越南","10","一般贸易","17411","千克","0","?","1,747,399",
"202407","85177990","品目85.17所列设备用其他零件","141","越南","14","来料加工贸易","7","千克","0","?","341",
"202407","85177990","品目85.17所列设备用其他零件","141","越南","15","进料加工贸易","3103","千克","0","?","1,987,843",
"202407","85177990","品目85.17所列设备用其他零件","141","越南","33","保税监管场所进出境货物","33","千克","0","?","87,174",
"202407","85177990","品目85.17所列设备用其他零件","141","越南","34","海关特殊监管区域物流货物","134734","千克","0","?","26,985,012",
"202407","85177990","品目85.17所列设备用其他零件","141","越南","39","其他","76","千克","0","?","75,166",
"202407","85177990","品目85.17所列设备用其他零件","142","中国","10","一般贸易","130469","千克","0","?","30,793,654",
"202407","85177990","品目85.17所列设备用其他零件","142","中国","14","来料加工贸易","6291","千克","0","?","209,896",
"202407","85177990","品目85.17所列设备用其他零件","142","中国","15","进料加工贸易","207861","千克","0","?","28,852,610",
"202407","85177990","品目85.17所列设备用其他零件","142","中国","33","保税监管场所进出境货物","56578","千克","0","?","3,066,532",
"202407","85177990","品目85.17所列设备用其他零件","142","中国","34","海关特殊监管区域物流货物","26465","千克","0","?","2,511,421",
"202407","85177990","品目85.17所列设备用其他零件","142","中国","35","海关特殊监管区域进口设备","0","千克","0","?","105",
"202407","85177990","品目85.17所列设备用其他零件","142","中国","39","其他","1426","千克","0","?","184,420",
"202407","85177990","品目85.17所列设备用其他零件","143","中国台湾","10","一般贸易","9840","千克","0","?","5,984,626",
"202407","85177990","品目85.17所列设备用其他零件","143","中国台湾","14","来料加工贸易","29","千克","0","?","9,209",
"202407","85177990","品目85.17所列设备用其他零件","143","中国台湾","15","进料加工贸易","45164","千克","0","?","32,600,629",
"202407","85177990","品目85.17所列设备用其他零件","143","中国台湾","33","保税监管场所进出境货物","107","千克","0","?","81,410",
"202407","85177990","品目85.17所列设备用其他零件","143","中国台湾","34","海关特殊监管区域物流货物","6769","千克","0","?","280,941",
"202407","85177990","品目85.17所列设备用其他零件","143","中国台湾","39","其他","219","千克","0","?","56,012",
"202407","85177990","品目85.17所列设备用其他零件","215","埃及","34","海关特殊监管区域物流货物","4","千克","0","?","2,821",
"202407","85177990","品目85.17所列设备用其他零件","232","摩洛哥","34","海关特殊监管区域物流货物","57","千克","0","?","486,807",
"202407","85177990","品目85.17所列设备用其他零件","232","摩洛哥","39","其他","2","千克","0","?","12",
"202407","85177990","品目85.17所列设备用其他零件","244","南非","10","一般贸易","8","千克","0","?","54,292",
"202407","85177990","品目85.17所列设备用其他零件","249","突尼斯","10","一般贸易","20","千克","0","?","3,741",
"202407","85177990","品目85.17所列设备用其他零件","301","比利时","10","一般贸易","131","千克","0","?","19,343",
"202407","85177990","品目85.17所列设备用其他零件","301","比利时","15","进料加工贸易","29","千克","0","?","5,408",
"202407","85177990","品目85.17所列设备用其他零件","301","比利时","39","其他","4","千克","0","?","164",
"202407","85177990","品目85.17所列设备用其他零件","302","丹麦","10","一般贸易","4922","千克","0","?","755,520",
"202407","85177990","品目85.17所列设备用其他零件","302","丹麦","14","来料加工贸易","33","千克","0","?","2,308",
