edge_id,供方,需方,供方point_id,需方point_id,数值类型,数值,单位,占比或金额原文,财年,边等级,证据文件,锚点,验证状态,备注
E173,桂林芯飞光电子科技有限公司,源杰科技,P035,P052,,,,2022H1；2021:16.84%；25.08%(290.43；493.82万元),2022H1；2021,实边,源杰科技招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202209/001097_20220922_8GWE.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/五/（三）委托加工业务，1-1-147;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E174,"武汉昱升光电(原昱升光器件,同主体待补工商锚)",源杰科技,,P052,,,,2020；2019:6.20%；4.00%(101.62；35.73万元),2020；2019,实边,源杰科技招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202209/001097_20220922_8GWE.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/五/（三）委托加工业务，1-1-147至14;单位继承自原始抽取unit字段(修复轮F01);两名称同主体假设待补工商锚(entity-registry#4)|多期打包待展开
E175,江苏南大光电材料股份有限公司,源杰科技,P044,P052,,,,2020:5.27%(101.31万元),2020,实边,源杰科技招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202209/001097_20220922_8GWE.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/五/（二）前五大供应商，1-1-146;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E176,泛孟新材料有限公司,源杰科技,P045,P052,,,,2021:6.38%(168.04万元),2021,实边,源杰科技招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202209/001097_20220922_8GWE.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/五/（二）前五大供应商，1-1-146;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E177,深圳市东飞凌科技有限公司,源杰科技,P048,P052,,,,"2022H1；2021；2020:43.68%；60.06%；41.91%(753.36；1,182.81；686.86万元)",2022H1；2021；2020,实边,源杰科技招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202209/001097_20220922_8GWE.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/五/（三）委托加工业务，1-1-147;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E178,深圳市力子光电科技有限公司,源杰科技,P049,P052,,,,2022H1；2021:5.07%；1.75%(87.47；34.56万元),2022H1；2021,实边,源杰科技招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202209/001097_20220922_8GWE.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/五/（三）委托加工业务，1-1-147;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E179,深圳市路维光电股份有限公司,源杰科技,P050,P052,,,,2022H1:7.03%(104.85万元),2022H1,实边,源杰科技招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202209/001097_20220922_8GWE.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/五/（二）前五大供应商，1-1-146;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E180,湖北安一辰光电科技有限公司,源杰科技,P051,P052,,,,2019:17.29%(154.40万元),2019,实边,源杰科技招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202209/001097_20220922_8GWE.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/五/（三）委托加工业务，1-1-148;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E181,源杰科技,上海八界光电科技有限公司,P052,,,,,"2022H1；2021:9.57%；9.67%(1,175.59；2,243.71万元)",2022H1；2021,实边,源杰科技招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202209/001097_20220922_8GWE.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/四/（二）前五大客户，1-1-141至142;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E182,源杰科技,上海橙科微电子科技有限公司,P052,,金额,6845.13,元,"2025:(6,845.13元)",2025,实边,源杰科技2025年年度报告,https://static.cninfo.com.cn/finalpage/2026-03-25/1225028582.PDF,v1.6r终验(单位感知重装),v1.6r;财务报告/关联交易/购销商品、提供和接受劳务的关联交;单位继承自原始抽取unit字段(修复轮F01)
E183,源杰科技,东莞铭普光磁股份有限公司,P052,,,,,"2021；2020；2019:14.78%；19.25%；30.58%(3,430.70；4,491.65；2,486.15万元)",2021；2020；2019,实边,源杰科技招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202209/001097_20220922_8GWE.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/四/（二）前五大客户，1-1-142至143;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E184,源杰科技,中际旭创,P052,,,,,"2021；2020:9.12%；18.19%(2,115.86；4,245.86万元)/2022H1；2021；2020；2019:未单列；未单列；未单列；未单列(0.60；-23.42；2,723.68；3.00万元)",2021；2020-2022H1；2021；2020；2019,实边,源杰科技招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202209/001097_20220922_8GWE.pdf,v1.6r终验(单位感知重装),v1.6r;第七节/十/（二）经常性关联交易，1-1-193; 第六节/四/（二）前五大客户，1-1-142至143;单位继承自原始抽取unit字段(修复轮F01);scope=集团(IPO前五大合并|多期打包待展开
E185,源杰科技,全科科技有限公司,P052,,,,,"2020；2019:7.61%；7.24%(1,775.98；588.78万元)",2020；2019,实边,源杰科技招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202209/001097_20220922_8GWE.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/四/（二）前五大客户，1-1-142至143;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E186,源杰科技,博创科技股份有限公司,P052,,,,,2020:未单列(0.49万元),2020,实边,源杰科技招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202209/001097_20220922_8GWE.pdf,v1.6r终验(单位感知重装),v1.6r;第七节/十/（二）经常性关联交易，1-1-193;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E187,源杰科技,四川九州光电子技术有限公司,P052,,,,,"2022H1；2019:15.05%；6.58%(1,848.23；534.76万元)",2022H1；2019,实边,源杰科技招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202209/001097_20220922_8GWE.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/四/（二）前五大客户，1-1-141至143;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E188,源杰科技,成都储翰科技,P052,,,,,"2019:19.21%(1,562.02万元)/2022H1；2021；2020:2.90%；8.44%；6.52%(356.13；1,958.48；1,522.17万元)/2023:(4,176,957.38元)/2024:(2,105,024.31元)",2019-2024,实边,源杰科技招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202209/001097_20220922_8GWE.pdf,v1.6r终验(单位感知重装),v1.6r;第七节/十/（五）参照关联交易，1-1-198; 第六节/四/（二）前五大客户，1-1-142; 财务报告/关联交易/购;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E189,源杰科技,成都智禾光通(原成都旭创科技),P052,,,,,"2022H1；2021:未单列；未单列(168.75；180.80万元)/2023:(2,211,643.12元)/2024:(200,000.00元)",2022H1；2021-2024,实边,源杰科技招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202209/001097_20220922_8GWE.pdf,v1.6r终验(单位感知重装),"v1.6r;第七节/十/（二）经常性关联交易，1-1-193; 财务报告/关联交易/购销商品、提供和接受劳务的关联交;单位继承自原始抽取unit字段(修复轮F01);2023年报成都旭创本期2,211|多期打包待展开|智禾=旭创100%子公司(天眼查,pending_primary)"
E190,源杰科技,成都蓉博通信技术有限公司,P052,,,,,2022H1:7.74%(949.98万元)/2022H1；2021:未单列；未单列(624.58；750.52万元),2022H1-2022H1；2021,实边,源杰科技招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202209/001097_20220922_8GWE.pdf,v1.6r终验(单位感知重装),v1.6r;第七节/十/（二）经常性关联交易，1-1-193; 第六节/四/（二）前五大客户，1-1-141;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E191,源杰科技,成都迪谱光电科技有限公司,P052,,,,,2021；2020:未单列；未单列(563.99；416.16万元),2021；2020,实边,源杰科技招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202209/001097_20220922_8GWE.pdf,v1.6r终验(单位感知重装),v1.6r;第七节/十/（二）经常性关联交易，1-1-193;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E192,源杰科技,深圳市亚美斯通电子有限公司,P052,,,,,2019:5.35%(435.34万元),2019,实边,源杰科技招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202209/001097_20220922_8GWE.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/四/（二）前五大客户，1-1-143;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E193,源杰科技,苏州旭创科技有限公司,P052,,金额,260270.00,元,"2024:(260,270.00元)",2024,实边,源杰科技2024年年度报告,https://static.cninfo.com.cn/finalpage/2025-04-26/1223315235.PDF,v1.6r终验(单位感知重装),v1.6r;财务报告/关联交易/购销商品、提供和接受劳务的关联交;单位继承自原始抽取unit字段(修复轮F01);scope=法人单体(年报关联交易)
E194,源杰科技,青岛海信宽带多媒体技术有限公司,P052,,,,,"2020:4.41%(1,030.17万元)",2020,实边,源杰科技招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202209/001097_20220922_8GWE.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/四/（二）前五大客户，1-1-142;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E195,芯思杰技术股份有限公司,源杰科技,P062,P052,,,,2022H1；2021:15.99%；2.83%(275.84；55.82万元),2022H1；2021,实边,源杰科技招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202209/001097_20220922_8GWE.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/五/（三）委托加工业务，1-1-147;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E196,西安卫光气体有限公司,源杰科技,P063,P052,,,,2019:7.30%(146.44万元),2019,实边,源杰科技招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202209/001097_20220922_8GWE.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/五/（二）前五大供应商，1-1-146;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E197,诺力昂化学品有限公司,源杰科技,P064,P052,,,,2022H1；2019:7.42%；4.17%(110.59；83.58万元),2022H1；2019,实边,源杰科技招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202209/001097_20220922_8GWE.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/五/（二）前五大供应商，1-1-146;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E198,陕西兴化集团有限责任公司,源杰科技,P070,P052,,,,2021:6.11%(160.87万元),2021,实边,源杰科技招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202209/001097_20220922_8GWE.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/五/（二）前五大供应商，1-1-146;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E199,陕西电子信息国际商务有限公司,源杰科技,EXT,P052,,,,2022H1；2021；2020；2019:8.82%；12.37%；31.48%；47.01%(131.57；325.65；605.62；943.20万元)|2022H1；2021；2020；2019:11.86%；8.65%；33.24%；27.98%(204.66；170.33；544.83；,2022H1；2021；2020；2019,实边,源杰科技招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202209/001097_20220922_8GWE.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/五/（三）委托加工业务，1-1-147至14; 第六节/五/（二）前五大供应商，1-1-146;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E200,顺丰速运(源杰释义:西安顺丰及其咸阳分公司),源杰科技,,P052,,,,"2022H1；2021；2020；2019:0.24%；0.24%；0.19%；0.20%（占营业成本）(10.68；19.55；14.02；9.09万元)/2023:(213,644.43元)/2024:(66,704.59元)",2022H1；2021；2020；2019-2024,实边,源杰科技招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202209/001097_20220922_8GWE.pdf,v1.6r终验(单位感知重装),v1.6r;第七节/十/（二）经常性关联交易，1-1-193; 财务报告/关联交易/购销商品、提供和接受劳务的关联交;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E201,"Maruwa Co.,Ltd",长光华芯,P002,P066,,,,"2021H1；2020:10.24%；6.95%(1,236.92；1,266.35万元)",2021H1；2020,实边,长光华芯招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202110/000955_20211015_TAQB.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/四/（二）前五大供应商，1-1-184;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开;codex复核:需方D7误锚改挂C1芯片制造点
E202,"Mighty Lift.,Inc.",长光华芯,,P066,,,,2021H1；2020；2019；2018:未单列；未单列；未单列；未单列(120.99；91.75；12.41；8.44万元),2021H1；2020；2019；2018,实边,长光华芯招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202110/000955_20211015_TAQB.pdf,v1.6r终验(单位感知重装),v1.6r;第七节/九/（三）经常性关联交易，1-1-236;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开;codex复核:需方D7误锚改挂C1芯片制造点
E203,上海宽捷光电科技有限公司,长光华芯,,P066,,,,2019:6.34%(667.70万元),2019,实边,长光华芯招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202110/000955_20211015_TAQB.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/四/（二）前五大供应商，1-1-184;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开;codex复核:需方D7误锚改挂C1芯片制造点
E204,京瓷商贸有限公司,长光华芯,P012,P066,,,,"2020；2018:7.79%；14.56%(1,420.11；1,105.82万元)",2020；2018,实边,长光华芯招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202110/000955_20211015_TAQB.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/四/（二）前五大供应商，1-1-184至18;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开;codex复核:需方D7误锚改挂C1芯片制造点
E205,北京通美晶体,长光华芯,P018,P066,,,,"2021H1；2020；2019；2018:13.27%；8.93%；11.20%；13.26%(1,603.73；1,627.41；1,179.26；1,007.03万元)",2021H1；2020；2019；2018,实边,长光华芯招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202110/000955_20211015_TAQB.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/四/（二）前五大供应商，1-1-184至18;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开;codex复核:需方D7误锚改挂C1芯片制造点
E206,有研亿金新材料有限公司,长光华芯,P032,P066,,,,2021H1:3.37%(407.72万元),2021H1,实边,长光华芯招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202110/000955_20211015_TAQB.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/四/（二）前五大供应商，1-1-184;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开;codex复核:需方D7误锚改挂C1芯片制造点
E207,泰库尼思科电子有限公司,长光华芯,P046,P066,,,,"2019；2018:17.03%；8.69%(1,792.98；659.67万元)",2019；2018,实边,长光华芯招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202110/000955_20211015_TAQB.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/四/（二）前五大供应商，1-1-184至18;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开;codex复核:需方D7误锚改挂C1芯片制造点
E208,深圳市中迅实业有限公司,长光华芯,,P066,,,,2018:5.27%(400.24万元),2018,实边,长光华芯招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202110/000955_20211015_TAQB.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/四/（二）前五大供应商，1-1-185;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开;codex复核:需方D7误锚改挂C1芯片制造点
E209,深圳市宏钢机械设备有限公司,长光华芯,,P066,,,,"2021H1；2020；2019；2018:6.82%；9.52%；8.12%；5.46%(824.20；1,736.22；855.41；414.38万元)",2021H1；2020；2019；2018,实边,长光华芯招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202110/000955_20211015_TAQB.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/四/（二）前五大供应商，1-1-184至18;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开;codex复核:需方D7误锚改挂C1芯片制造点
E210,深圳市星欣磊实业有限公司,长光华芯,,P066,,,,2019:4.94%(519.90万元),2019,实边,长光华芯招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202110/000955_20211015_TAQB.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/四/（二）前五大供应商，1-1-184;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开;codex复核:需方D7误锚改挂C1芯片制造点
E211,炬光微光学有限公司,长光华芯,P053,P066,,,,"2021H1；2020:4.83%；7.59%(583.32；1,383.31万元)",2021H1；2020,实边,长光华芯招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202110/000955_20211015_TAQB.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/四/（二）前五大供应商，1-1-184;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开;codex复核:需方D7误锚改挂C1芯片制造点
E212,腾景科技股份有限公司,长光华芯,,P066,,,,2021H1；2020；2019:100.00%；87.53%；69.44%（占外协采购）(42.84；12.57；4.09万元),2021H1；2020；2019,实边,长光华芯招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202110/000955_20211015_TAQB.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/四/（三）外协采购，1-1-185;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开;codex复核:需方D7误锚改挂C1芯片制造点
E213,苏州环明电子科技有限公司,长光华芯,,P066,,,,2021H1；2020；2019:未单列；未单列；未单列(0.71；0.68；0.80万元),2021H1；2020；2019,实边,长光华芯招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202110/000955_20211015_TAQB.pdf,v1.6r终验(单位感知重装),v1.6r;第七节/九/（三）经常性关联交易，1-1-235至2;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开;codex复核:需方D7误锚改挂C1芯片制造点
E214,苏州邦皓电子新材料有限公司,长光华芯,,P066,,,,2020；2019:12.47%；30.56%（占外协采购）(1.79；1.80万元),2020；2019,实边,长光华芯招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202110/000955_20211015_TAQB.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/四/（三）外协采购，1-1-185;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开;codex复核:需方D7误锚改挂C1芯片制造点
E215,苏州镓锐芯光科技有限公司,长光华芯,,P066,金额,127668.14,元,"2025:(127,668.14元)",2025,实边,长光华芯2025年年度报告,https://static.cninfo.com.cn/finalpage/2026-04-18/1225123248.PDF,v1.6r终验(单位感知重装),v1.6r;财务报告/关联交易/采购商品/接受劳务情况表 p20;单位继承自原始抽取unit字段(修复轮F01);codex复核:需方D7误锚改挂C1芯片制造点
E216,锐科激光,长光华芯,,P066,,,,2019:未单列(4.87万元),2019,实边,长光华芯招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202110/000955_20211015_TAQB.pdf,v1.6r终验(单位感知重装),v1.6r;第七节/九/（三）经常性关联交易，1-1-236;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开;codex复核:需方D7误锚改挂C1芯片制造点
E217,长光华芯,上海飞博激光科技股份有限公司,P066,,金额,13193792.08,元,"2023:(13,193,792.08元)",2023,实边,长光华芯2023年年度报告,https://static.cninfo.com.cn/finalpage/2024-04-26/1219837753.PDF,v1.6r终验(单位感知重装),v1.6r;财务报告/关联交易/出售商品/提供劳务情况表 p24;单位继承自原始抽取unit字段(修复轮F01);codex复核:供方D7误锚改挂C1
E218,长光华芯,中国科学院长春光学精密机械与物理研究所,P066,,,,,2019；2018:未单列；未单列(43.87；48.83万元),2019；2018,实边,长光华芯招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202110/000955_20211015_TAQB.pdf,v1.6r终验(单位感知重装),v1.6r;第七节/九/（三）经常性关联交易，1-1-235;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开;codex复核:供方D7误锚改挂C1
E219,长光华芯,光惠激光科技有限公司,P066,,,,,"2020；2019:13.10%；6.30%(3,237.51；873.24万元)",2020；2019,实边,长光华芯招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202110/000955_20211015_TAQB.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/三/（二）前五大客户，1-1-181至182;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开;codex复核:供方D7误锚改挂C1
E220,长光华芯,创鑫激光,P066,,,,,"2021H1；2020:26.66%；16.32%(5,084.26；4,034.37万元)",2021H1；2020,实边,长光华芯招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202110/000955_20211015_TAQB.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/三/（二）前五大客户，1-1-181;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开;codex复核:供方D7误锚改挂C1
E221,长光华芯,大科激光,P066,,,,,"2020；2019:15.75%；4.38%(3,893.68；606.32万元)",2020；2019,实边,长光华芯招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202110/000955_20211015_TAQB.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/三/（二）前五大客户，1-1-181至182;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开;codex复核:供方D7误锚改挂C1
E222,长光华芯,武汉华日精密激光,P066,,,,,"2021H1:6.19%(1,181.58万元)/2021H1；2020；2019；2018:未单列；未单列；未单列；未单列(1,181.58；468.74；396.62；19.51万元)/2023:(6,560,743.34元)|2023:(729,511.93元)/2025:(14,272,67",2021H1-2025,实边,长光华芯招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202110/000955_20211015_TAQB.pdf,v1.6r终验(单位感知重装),v1.6r;第七节/九/（三）经常性关联交易，1-1-235; 第六节/三/（二）前五大客户，1-1-181; 财务报告/关联交易/;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开;codex复核:供方D7误锚改挂C1
E223,长光华芯,武汉高跃科技有限责任公司,P066,,金额,1590796.46,元,"2025:(1,590,796.46元)",2025,实边,长光华芯2025年年度报告,https://static.cninfo.com.cn/finalpage/2026-04-18/1225123248.PDF,v1.6r终验(单位感知重装),v1.6r;财务报告/关联交易/出售商品/提供劳务情况表 p20;单位继承自原始抽取unit字段(修复轮F01);codex复核:供方D7误锚改挂C1
E224,长光华芯,苏州单峰光子科技有限责任公司,P066,,,,,"2025:(50,943.40元)|2025:(268,901.93元)",2025,实边,长光华芯2025年年度报告,https://static.cninfo.com.cn/finalpage/2026-04-18/1225123248.PDF,v1.6r终验(单位感知重装),v1.6r;财务报告/关联交易/出售商品/提供劳务情况表 p20;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开;codex复核:供方D7误锚改挂C1
E225,长光华芯,苏州星钥光子科技有限公司,P066,,金额,505172.63,元,"2025:(505,172.63元)",2025,实边,长光华芯2025年年度报告,https://static.cninfo.com.cn/finalpage/2026-04-18/1225123248.PDF,v1.6r终验(单位感知重装),v1.6r;财务报告/关联交易/出售商品/提供劳务情况表 p20;单位继承自原始抽取unit字段(修复轮F01);codex复核:供方D7误锚改挂C1
E226,长光华芯,苏州焜原光电有限公司,P066,,金额,79646.01,元,"2023:(79,646.01元)",2023,实边,长光华芯2023年年度报告,https://static.cninfo.com.cn/finalpage/2024-04-26/1219837753.PDF,v1.6r终验(单位感知重装),v1.6r;财务报告/关联交易/出售商品/提供劳务情况表 p24;单位继承自原始抽取unit字段(修复轮F01);codex复核:供方D7误锚改挂C1
E227,长光华芯,苏州睿科晶创光电科技有限公司,P066,,金额,2830.19,元,"2025:(2,830.19元)",2025,实边,长光华芯2025年年度报告,https://static.cninfo.com.cn/finalpage/2026-04-18/1225123248.PDF,v1.6r终验(单位感知重装),v1.6r;财务报告/关联交易/出售商品/提供劳务情况表 p20;单位继承自原始抽取unit字段(修复轮F01);codex复核:供方D7误锚改挂C1
E228,长光华芯,苏州镓锐芯光科技有限公司,P066,,,,,"2023:(58,899.09元)/2025:(573,119.16元)|2025:(14,742,351.18元)",2023-2025,实边,长光华芯2025年年度报告,https://static.cninfo.com.cn/finalpage/2026-04-18/1225123248.PDF,v1.6r终验(单位感知重装),v1.6r;财务报告/关联交易/出售商品/提供劳务情况表 p20; 财务报告/关联交易/出售商品/提供劳务情况表 p24;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开;codex复核:供方D7误锚改挂C1
E229,长光华芯,锐科激光,P066,,,,,"2021H1；2019；2018:14.38%；14.46%；35.17%(2,742.78；2,002.22；3,250.76万元)/2021H1；2020；2019；2018:未单列；未单列；未单列；未单列(2,742.78；787.36；2,002.22；3,250.76万元)",2021H1；2019；2018-2021H1；2020；2019；2018,实边,长光华芯招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202110/000955_20211015_TAQB.pdf,v1.6r终验(单位感知重装),v1.6r;第七节/九/（三）经常性关联交易，1-1-235; 第六节/三/（二）前五大客户，1-1-181至182;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开;codex复核:供方D7误锚改挂C1
E230,长光华芯,飞博激光,P066,,,,,"2021H1；2020；2019；2018:16.88%；26.09%；37.67%；35.45%(3,218.79；6,448.44；5,217.79；3,276.66万元)",2021H1；2020；2019；2018,实边,长光华芯招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202110/000955_20211015_TAQB.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/三/（二）前五大客户，1-1-181至182;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开;codex复核:供方D7误锚改挂C1
E231,长光华芯,飞顿国际有限公司、飞顿国际科技有限公司）,P066,,,,,2018:2.60%(240.61万元),2018,实边,长光华芯招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202110/000955_20211015_TAQB.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/三/（二）前五大客户，1-1-182;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开;codex复核:供方D7误锚改挂C1
E232,太辰光,Corning(解匿),P026,EXT,,,,"2025:68.48%(1,059,257,383.43元)",2025,推断B,太辰光2025年年度报告,https://static.cninfo.com.cn/finalpage/2026-03-31/1225061015.PDF,v1.6r终验(原文核验),"v1.6r;判例#007(2024实名70.10%→2025匿名68.48%量级连续,B级);2023年35.70%槽位不判定(量级不连续)|多期打包待展开|原等级:推断边(B级)"
E233,Marvell,直接客户A(匿名),P003,ANON,,,,FY2024:<10%/FY2025:13%/FY2026:14%,FY2024-FY2026,半边,Marvell FY2026 10-K,https://www.sec.gov/Archives/edgar/data/1835632/000183563226000011/mrvl-20260131.htm,v1.6r终验(10-K原文),"v1.6r;公司整体客户集中度,非DSP专属槽位(修复F06);10-K集中度表不提供DSP→模块具名映射|多期打包待展开|原等级:半边槽位"
E234,Marvell,分销商A(匿名),P003,ANON,,,,FY2024:24%/FY2025:34%/FY2026:37%,FY2024-FY2026,半边,Marvell FY2026 10-K,https://www.sec.gov/Archives/edgar/data/1835632/000183563226000011/mrvl-20260131.htm,v1.6r终验(10-K原文),"v1.6r;公司整体口径,非DSP专属槽位|多期打包待展开|原等级:半边槽位"
